Wall time,Step,Value
1591072712.4688141,0,0.6471846699714661
1591072757.85092,10,0.5662069916725159
1591072803.8433566,20,0.517408549785614
1591072848.9624407,30,0.4980115294456482
1591072894.101081,40,0.4880427122116089
1591072939.3871183,50,0.4595564007759094
1591072984.9863572,60,0.43864089250564575
1591073029.9907236,70,0.4183511734008789
1591073075.0435464,80,0.4165528416633606
1591073119.9911637,90,0.3968307375907898
1591073165.412453,100,0.3872995972633362
1591073210.706468,110,0.3770720362663269
1591073255.5493982,120,0.3901445269584656
1591073301.0033162,130,0.3559926152229309
1591073345.650183,140,0.3460173010826111
1591073391.17211,150,0.3204331398010254
1591073436.5570176,160,0.305591881275177
1591073481.452246,170,0.2900596857070923
1591073526.5835059,180,0.2790176272392273
1591073572.1451647,190,0.2639506459236145
1591073617.3532119,200,0.26046621799468994
1591073662.9071631,210,0.25463950634002686
1591073708.3074002,220,0.26141786575317383
1591073753.004743,230,0.2530440390110016
1591073798.039092,240,0.22828122973442078
1591073842.8797474,250,0.2468123435974121
1591073888.4652941,260,0.2216983139514923
1591073933.7286258,270,0.21759968996047974
1591073978.8793066,280,0.25311893224716187
1591074023.8449194,290,0.1978926956653595
1591074069.7986348,300,0.23186883330345154
1591074114.917448,310,0.2139083445072174
1591074160.3028076,320,0.22254449129104614
1591074205.5488646,330,0.21028053760528564
1591074250.6584954,340,0.2115669548511505
1591074296.0514977,350,0.19857433438301086
1591074341.3783004,360,0.18295249342918396
1591074386.714702,370,0.19039419293403625
1591074431.9203944,380,0.19296684861183167
1591074477.5489132,390,0.1952543556690216
1591074523.0536788,400,0.18555954098701477
1591074568.5311878,410,0.18784573674201965
1591074613.6624162,420,0.19171571731567383
1591074658.645495,430,0.17487651109695435
1591074703.9592826,440,0.18327319622039795
1591074749.1014214,450,0.16542303562164307
1591074794.3352697,460,0.1705303192138672
1591074839.3812027,470,0.170305073261261
1591074884.68694,480,0.16519895195960999
1591074930.3808112,490,0.1802525818347931
1591074975.6022456,500,0.15841296315193176
1591075020.7105653,510,0.154230535030365
1591075065.9616125,520,0.16894575953483582
1591075111.7294953,530,0.1746291220188141
1591075157.3417573,540,0.17242616415023804
1591075202.476598,550,0.1711117923259735
1591075247.3511586,560,0.15895536541938782
1591075292.2711945,570,0.17117351293563843
1591075337.442414,580,0.16346296668052673
1591075382.9079986,590,0.15664690732955933
1591075427.808485,600,0.1616867184638977
1591075473.271688,610,0.1448238492012024
1591075518.387999,620,0.17465656995773315
1591075563.6401808,630,0.15627121925354004
1591075608.7505255,640,0.1481870710849762
1591075653.941944,650,0.1465371549129486
1591075699.37854,660,0.14974182844161987
1591075744.6729796,670,0.15588289499282837
1591075789.515357,680,0.15396583080291748
1591075834.7511497,690,0.1494961678981781
1591075879.5069737,700,0.15773755311965942
1591075924.9703534,710,0.15264490246772766
1591075969.8818192,720,0.15697288513183594
1591076014.7152903,730,0.14297741651535034
1591076060.2485306,740,0.14808699488639832
1591076105.345734,750,0.1488271951675415
1591076150.5157084,760,0.14203616976737976
1591076195.7747746,770,0.15024560689926147
1591076240.8523908,780,0.14242485165596008
1591076285.4778175,790,0.14364489912986755
1591076330.7206788,800,0.14864128828048706
1591076375.841747,810,0.16235792636871338
1591076421.146823,820,0.14475011825561523
1591076466.229953,830,0.1548481583595276
1591076511.7918935,840,0.13811573386192322
