Wall time,Step,Value
1590752905.774054,1,0.23208698630332947
1590752958.3233619,3,0.31836119294166565
1590753010.9116871,5,0.31501758098602295
1590753037.0611613,6,0.3678908050060272
1590753089.1089387,8,0.3874557614326477
1590753141.5592992,10,0.34442436695098877
1590753180.2747908,11,0.3923068642616272
1590753206.4142048,12,0.381731241941452
1590753232.554562,13,0.34317290782928467
1590753258.5508654,14,0.36123567819595337
1590753284.6299508,15,0.3906126320362091
1590753310.6463478,16,0.4080866277217865
1590753336.6099062,17,0.3981646001338959
1590753362.9227061,18,0.3639722466468811
1590753389.093068,19,0.37354764342308044
1590753415.3387408,20,0.38593319058418274
1590753453.8433378,21,0.36750584840774536
1590753479.9630582,22,0.34464365243911743
1590753506.1717534,23,0.36797091364860535
1590753532.340679,24,0.3949178457260132
1590753558.5069268,25,0.39902082085609436
1590753611.1045728,27,0.3297230303287506
1590753690.002114,30,0.44482696056365967
1590753728.665838,31,0.41210514307022095
1590753755.0097864,32,0.39838770031929016
1590753781.2329779,33,0.3821471631526947
1590753807.248147,34,0.3838460445404053
1590753859.4815104,36,0.29277944564819336
1590753937.958783,39,0.21341535449028015
1590753964.375258,40,0.25335365533828735
1590754029.2685156,42,0.29172372817993164
1590754055.5598228,43,0.1910894811153412
1590754081.9255736,44,0.30268487334251404
1590754108.3730254,45,0.30895760655403137
1590754134.6691873,46,0.2982741594314575
1590754160.69195,47,0.29637211561203003
1590754212.7461636,49,0.24113869667053223
1590754239.0699327,50,0.2676504850387573
1590754330.485881,53,0.09742283076047897
1590754356.7608085,54,0.2045111358165741
1590754382.991162,55,0.19810275733470917
1590754409.248989,56,0.19644439220428467
1590754435.3922138,57,0.20434169471263885
1590754514.0761669,60,0.2152915745973587
1590754552.867372,61,0.1523011326789856
1590754579.1419816,62,0.09746408462524414
1590754605.1634023,63,0.08250929415225983
1590754631.1784985,64,0.08909586071968079
1590754657.2430816,65,0.08512726426124573
1590754683.5483034,66,0.07908377051353455
1590754709.9628458,67,0.0646946132183075
1590754736.0466259,68,0.061369262635707855
1590754762.1604779,69,0.05916496738791466
1590754826.7781525,71,0.04979636147618294
1590754852.9369206,72,0.04484672471880913
1590754879.1718102,73,0.049234554171562195
1590754905.4906902,74,0.04657413810491562
1590754958.0644975,76,0.03360997512936592
1590754984.359611,77,0.030687525868415833
1590755010.7025862,78,0.032529011368751526
1590755036.954038,79,0.033359527587890625
1590755101.784996,81,0.04213450103998184
1590755127.9243166,82,0.041574396193027496
1590755180.419488,84,0.03919366002082825
1590755206.77476,85,0.04361410811543465
1590755232.9750295,86,0.046338342130184174
1590755259.101641,87,0.04495968669652939
1590755285.2706897,88,0.054769791662693024
1590755311.5997236,89,0.06474548578262329
1590755376.7408168,91,0.06390003114938736
1590755402.9907146,92,0.0768747627735138
1590755429.1992257,93,0.08849633485078812
1590755455.5763037,94,0.07851151376962662
1590755507.8321934,96,0.08114157617092133
1590755534.0487611,97,0.08728092163801193
1590755586.0975373,99,0.08262813091278076
1590755612.2076285,100,0.08314452320337296
1590755650.9209776,101,0.09433870762586594
1590755677.077587,102,0.10295656323432922
1590755703.3390212,103,0.09060799330472946
1590755729.4311864,104,0.0914902314543724
1590755755.5315313,105,0.09310954809188843
1590755781.784712,106,0.09304065257310867
1590755860.4671535,109,0.09975643455982208
1590755886.4299119,110,0.09750056266784668
1590755977.7296875,113,0.11402864754199982
1590756030.0878403,115,0.10161745548248291
1590756056.3369443,116,0.06817774474620819
1590756082.507014,117,0.06777412444353104
1590756108.690717,118,0.04487087205052376
1590756135.025534,119,0.026597626507282257
1590756161.3199978,120,0.026755440980196
1590756200.1740918,121,0.024169601500034332
1590756252.7388742,123,0.02334928885102272
1590756279.1929905,124,0.02775479480624199
1590756305.3898625,125,0.0329429917037487
1590756331.5389013,126,0.03914765641093254
1590756357.742027,127,0.041739802807569504
1590756410.114763,129,0.05069601908326149
1590756436.2310402,130,0.049017030745744705
1590756527.2759628,133,0.03156134858727455
1590756553.410926,134,0.03751976788043976
1590756606.0336337,136,0.023191863670945168
1590756632.2380347,137,0.025517662987113
1590756684.678228,139,0.03424568101763725
1590756749.6477203,141,0.05438050255179405
1590756775.7679465,142,0.06758157163858414
1590756801.823503,143,0.08536364138126373
1590756827.9618812,144,0.10747219622135162
1590756854.1412325,145,0.1349954754114151
1590756880.4172196,146,0.08337141573429108
1590756932.795268,148,0.11357717961072922
1590756959.0326967,149,0.03159328177571297
1590756985.3624709,150,0.057046953588724136
1590757024.323384,151,0.04591910168528557
1590757076.8049424,153,0.028601622208952904
1590757103.0232875,154,0.03471386060118675
1590757129.1935594,155,0.08074480295181274
1590757181.5301788,157,0.044092293828725815
1590757207.6634982,158,0.07738301157951355
1590757233.9193203,159,0.05705796554684639
1590757298.822902,161,0.03627810254693031
1590757324.831835,162,0.03164888545870781
1590757377.2034698,164,0.021480031311511993
1590757403.4976766,165,0.018724357709288597
1590757455.7791183,167,0.016926418989896774
1590757481.580004,168,0.013383515179157257
1590757507.6040676,169,0.01126487273722887
1590757572.712375,171,0.016570977866649628
1590757598.9677305,172,0.020561572164297104
1590757625.0800827,173,0.02603037841618061
1590757677.924938,175,0.039772603660821915
1590757704.3560157,176,0.054333772510290146
1590757730.677063,177,0.06774669140577316
1590757757.0238717,178,0.07863105088472366
1590757809.6860137,180,0.05902998149394989
1590757848.4888563,181,0.04912940785288811
1590757874.934996,182,0.1533624529838562
1590757901.1791816,183,0.08542654663324356
1590757927.3310788,184,0.09742102771997452
1590757953.4392087,185,0.06221149116754532
1590757979.7529838,186,0.08170834183692932
1590758006.1563442,187,0.06921375542879105
1590758032.4112806,188,0.05629301071166992
1590758084.5138705,190,0.027088738977909088
1590758123.3817766,191,0.021509623154997826
1590758202.1444232,194,0.02984464168548584
1590758306.8844182,198,0.010365628637373447
1590758332.9796786,199,0.016622615978121758
1590758397.7738035,201,0.016460072249174118
1590758423.9595373,202,0.008844760246574879
1590758450.284787,203,0.012303028255701065
1590758502.8600452,205,0.014023463241755962
1590758529.0458,206,0.010973392985761166
1590758555.05215,207,0.010632261633872986
1590758581.1148925,208,0.019626613706350327
1590758607.2148285,209,0.010094068944454193
1590758698.197728,212,0.018788844347000122
1590758724.3395019,213,0.017483439296483994
1590758750.6905622,214,0.023257510736584663
1590758777.134748,215,0.0205796267837286
1590758855.7097821,218,0.02383321523666382
1590758881.7465355,219,0.030409805476665497
1590758908.0208147,220,0.07273033261299133
1590758946.944601,221,0.02378828637301922
1590758973.2134156,222,0.03521580621600151
1590758999.516292,223,0.02609570138156414
1590759051.861779,225,0.025654228404164314
1590759078.071594,226,0.018844127655029297
1590759104.2447329,227,0.016102198511362076
1590759156.5746431,229,0.010805683210492134
1590759182.631195,230,0.009552909061312675
1590759221.2153046,231,0.00937731098383665
1590759247.3298404,232,0.009838618338108063
1590759273.5380023,233,0.01441552396863699
1590759299.5565784,234,0.018456576392054558
1590759325.5219982,235,0.022933654487133026
1590759377.740701,237,0.033363163471221924
1590759404.0999408,238,0.039086271077394485
1590759456.3512063,240,0.01743871159851551
1590759494.7938898,241,0.00997758936136961
1590759520.942553,242,0.007958379574120045
1590759573.214383,244,0.0075617446564137936
1590759599.5207102,245,0.00791595596820116
1590759625.5947328,246,0.006854398641735315
1590759652.0572186,247,0.014143772423267365
1590759678.5334604,248,0.005794016178697348
1590759705.0182154,249,0.006393737159669399
1590759731.3780482,250,0.016591796651482582
1590759770.0668073,251,0.006957027595490217
1590759796.2216923,252,0.0038920659571886063
1590759822.4522998,253,0.0035230088979005814
1590759848.912861,254,0.004639140330255032
1590759875.1965158,255,0.0042611402459442616
1590759954.0822334,258,0.0026723577175289392
1590759980.3493717,259,0.0028646152932196856
1590760006.6230037,260,0.0032217390835285187
1590760045.2690542,261,0.0033680314663797617
1590760097.501402,263,0.007072221487760544
1590760150.2496684,265,0.013789540156722069
1590760202.6909735,267,0.007717263884842396
1590760254.830579,269,0.050790559500455856
1590760319.44597,271,0.05716657266020775
1590760345.554213,272,0.03982188552618027
1590760371.7958875,273,0.024924982339143753
1590760398.0847313,274,0.04133148863911629
1590760424.2474792,275,0.015849199146032333
1590760476.8992944,277,0.02389591373503208
1590760503.2422283,278,0.02647552266716957
1590760529.5173192,279,0.02427922934293747
1590760555.5951264,280,0.027556687593460083
1590760594.3350823,281,0.02325109951198101
1590760620.5770755,282,0.02059248462319374
1590760646.8957736,283,0.022214779630303383
1590760673.1534057,284,0.015727676451206207
1590760805.0181324,289,0.015905970707535744
1590760870.1655543,291,0.015534386970102787
1590760896.3510396,292,0.014712104573845863
1590760948.6671097,294,0.01625080406665802
1590760974.8902354,295,0.0175003781914711
1590761001.2951705,296,0.019748708233237267
1590761027.3638153,297,0.022896867245435715
