sentence_length,hparams/epoch,hparams/num_parameters,hparams/validate_best,hparams/character_error_rate_best
1000.0,140.0,44.0,0.00024953484535217285,0.0
1000.0,220.0,44.0,0.00044420361518859863,0.0
