seed,initial_bias,initial_bias_spread,initial_weights_spread,initial_unitaries_spread,hparams/epoch,hparams/validate_best
6936.0,0.785398,0.01,0.01,0.01,270.0,0.0009907186031341553
6936.0,0.785398,0.1,0.0,0.01,999.0,0.0010313093662261963
6936.0,0.0,0.1,0.01,10.0,999.0,0.01886311173439026
6936.0,0.785398,0.01,0.0,1.0,999.0,0.004186540842056274
6936.0,0.785398,0.01,10.0,0.01,999.0,0.04582470655441284
6936.0,0.785398,0.01,0.1,1.0,999.0,0.0032637417316436768
6936.0,0.785398,0.01,0.01,0.1,250.0,0.0008611083030700684
6936.0,0.785398,0.1,10.0,0.0,310.0,0.0008661448955535889
6936.0,0.785398,1.0,0.0,0.0,999.0,0.1355280578136444
6936.0,0.785398,1.0,0.01,0.0,160.0,0.000817716121673584
6936.0,0.0,0.01,0.1,10.0,999.0,0.009690344333648682
6936.0,0.785398,0.01,1.0,1.0,990.0,0.0008617639541625977
6936.0,0.785398,1.0,0.01,0.01,280.0,0.0009876489639282227
6936.0,0.785398,0.01,0.01,1.0,999.0,0.001121610403060913
6936.0,0.0,0.01,0.0,10.0,999.0,0.0009438395500183105
6936.0,0.785398,1.0,1.0,0.0,320.0,0.000957190990447998
6936.0,0.0,10.0,1.0,10.0,999.0,0.0014705359935760498
6936.0,0.785398,10.0,0.01,0.0,999.0,0.011149942874908447
6936.0,0.785398,0.0,10.0,1.0,999.0,0.0013894438743591309
6936.0,0.785398,1.0,0.01,0.1,280.0,0.0009413957595825195
6936.0,0.785398,10.0,0.1,0.0,999.0,0.001766979694366455
6936.0,0.785398,0.1,0.01,0.01,999.0,0.1449742615222931
6936.0,0.785398,10.0,1.0,0.0,300.0,0.0008643269538879395
6936.0,0.785398,1.0,1.0,0.01,999.0,0.0008012652397155762
6936.0,0.785398,0.1,1.0,0.1,310.0,0.0009700655937194824
6936.0,0.785398,10.0,0.0,0.01,530.0,0.0009423494338989258
6936.0,0.0,0.1,0.1,10.0,740.0,0.0009960532188415527
6936.0,0.785398,1.0,0.01,1.0,460.0,0.0009755492210388184
6936.0,0.785398,0.1,10.0,0.1,999.0,0.0011509060859680176
6936.0,0.785398,10.0,10.0,0.0,999.0,0.002668023109436035
6936.0,0.785398,0.01,0.0,10.0,550.0,0.0009090900421142578
6936.0,0.785398,0.01,10.0,0.1,690.0,0.0008392930030822754
6936.0,0.785398,0.01,0.1,10.0,999.0,0.015601754188537598
6936.0,0.785398,10.0,1.0,0.01,730.0,0.0007593035697937012
6936.0,1.5708,0.0,0.0,0.0,180.0,0.0009410977363586426
6936.0,0.785398,1.0,10.0,0.01,250.0,0.000984787940979004
6936.0,0.785398,0.01,1.0,10.0,999.0,0.008384227752685547
6936.0,0.785398,0.1,1.0,1.0,570.0,0.000983119010925293
6936.0,0.785398,1.0,0.0,0.01,810.0,0.0009533166885375977
6936.0,0.785398,0.0,1.0,1.0,999.0,0.0012444257736206055
6936.0,0.785398,1.0,0.1,1.0,890.0,0.0009701848030090332
6936.0,0.785398,10.0,0.0,0.1,590.0,0.0009233057498931885
6936.0,1.5708,0.0,1.0,0.0,730.0,0.0009672939777374268
6936.0,0.785398,1.0,10.0,0.1,460.0,0.0009777545928955078
6936.0,0.785398,0.01,0.01,10.0,999.0,0.023655742406845093
6936.0,0.785398,1.0,0.01,10.0,999.0,0.0011186301708221436
6936.0,1.5708,0.0,0.01,0.01,210.0,0.0008047223091125488
6936.0,0.785398,10.0,0.01,0.01,999.0,0.0015581250190734863
6936.0,0.785398,0.1,0.0,1.0,999.0,0.0026333630084991455
6936.0,1.5708,0.0,10.0,0.0,830.0,0.0008481442928314209
6936.0,1.5708,0.01,0.0,0.0,320.0,0.0008926987648010254
6936.0,1.5708,0.01,0.01,0.0,370.0,0.00099104642868042
6936.0,1.5708,0.0,0.0,0.1,300.0,0.0009140372276306152
6936.0,1.5708,0.0,0.1,0.1,130.0,0.0008907616138458252
6936.0,1.5708,0.0,0.01,0.1,210.0,0.0009497106075286865
6936.0,0.785398,0.1,0.01,0.1,470.0,0.0009629726409912109
6936.0,0.785398,1.0,10.0,1.0,999.0,0.0011028647422790527
6936.0,0.785398,0.01,10.0,1.0,780.0,0.0009567141532897949
6936.0,1.5708,0.0,0.1,1.0,320.0,0.0009591579437255859
6936.0,0.785398,0.1,1.0,10.0,999.0,0.011959224939346313
6936.0,0.785398,1.0,1.0,0.1,999.0,0.002048194408416748
6936.0,0.785398,10.0,0.0,1.0,280.0,0.000957489013671875
6936.0,0.785398,10.0,1.0,0.1,540.0,0.0009913444519042969
6936.0,1.5708,0.0,0.0,1.0,230.0,0.0009402930736541748
6936.0,1.5708,0.0,0.01,1.0,290.0,0.0009181499481201172
6936.0,1.5708,0.01,0.0,0.01,270.0,0.0008584260940551758
6936.0,1.5708,0.01,0.1,0.0,320.0,0.0008328557014465332
6936.0,0.785398,0.1,10.0,1.0,999.0,0.0015701651573181152
6936.0,0.785398,0.1,0.1,10.0,510.0,0.0008952021598815918
6936.0,0.785398,1.0,0.1,10.0,999.0,0.0013124346733093262
6936.0,0.785398,1.0,0.0,0.1,370.0,0.00092315673828125
6936.0,0.785398,10.0,0.0,10.0,370.0,0.0008935630321502686
6936.0,1.5708,0.0,0.1,10.0,360.0,0.0009575188159942627
6936.0,1.5708,0.0,0.0,10.0,150.0,0.0009889602661132812
6936.0,0.785398,0.1,0.01,1.0,999.0,0.0011906921863555908
6936.0,0.785398,0.0,10.0,10.0,999.0,0.003119736909866333
6936.0,1.5708,0.0,0.01,10.0,190.0,0.0009996294975280762
6936.0,1.5708,0.01,0.01,0.1,240.0,0.0008752346038818359
6936.0,1.5708,0.1,0.0,0.0,210.0,0.000971376895904541
6936.0,1.5708,0.01,0.0,1.0,150.0,0.0009431838989257812
6936.0,0.785398,10.0,0.1,0.1,710.0,0.000885009765625
6936.0,0.785398,10.0,0.01,0.1,890.0,0.0009902417659759521
6936.0,1.5708,0.1,0.1,0.0,320.0,0.0009382963180541992
6936.0,1.5708,0.0,10.0,0.01,999.0,0.0010738670825958252
6936.0,1.5708,0.1,1.0,0.0,260.0,0.0009859204292297363
6936.0,0.785398,10.0,1.0,1.0,999.0,0.001578986644744873
6936.0,1.5708,0.1,10.0,0.0,650.0,0.0008821487426757812
6936.0,1.5708,0.01,0.1,0.01,210.0,0.0009651780128479004
6936.0,1.5708,1.0,0.01,0.0,400.0,0.0009402930736541748
6936.0,0.785398,1.0,0.0,1.0,999.0,0.02160811424255371
6936.0,1.5708,1.0,0.1,0.0,560.0,0.0009153485298156738
6936.0,1.5708,0.01,0.0,10.0,140.0,0.0009572505950927734
6936.0,1.5708,0.1,0.0,0.01,140.0,0.0008900761604309082
6936.0,0.785398,0.1,0.0,10.0,780.0,0.0009794831275939941
6936.0,0.785398,0.01,10.0,10.0,400.0,0.0009517669677734375
6936.0,1.5708,0.0,1.0,0.1,560.0,0.000834733247756958
6936.0,0.785398,1.0,10.0,10.0,640.0,0.000965118408203125
6936.0,1.5708,1.0,1.0,0.0,220.0,0.000988095998764038
6936.0,1.5708,0.1,0.0,0.1,240.0,0.0006947517395019531
6936.0,1.5708,0.1,1.0,0.01,440.0,0.0009365975856781006
6936.0,1.5708,0.1,0.1,0.01,370.0,0.0009278357028961182
6936.0,1.5708,0.01,0.1,0.1,320.0,0.0006823241710662842
6936.0,1.5708,1.0,10.0,0.0,400.0,0.0009173452854156494
6936.0,1.5708,0.1,0.01,0.01,170.0,0.0009427964687347412
6936.0,0.785398,1.0,1.0,1.0,999.0,0.0015543103218078613
6936.0,1.5708,1.0,0.0,0.01,810.0,0.00046509504318237305
6936.0,0.785398,10.0,10.0,0.1,999.0,0.0015769600868225098
6936.0,1.5708,0.01,10.0,0.01,510.0,0.0009791254997253418
6936.0,1.5708,1.0,0.01,0.01,520.0,0.0009104907512664795
6936.0,1.5708,10.0,0.0,0.0,500.0,0.0009603202342987061
6936.0,1.5708,0.1,0.0,1.0,540.0,0.0009722113609313965
6936.0,0.785398,10.0,0.1,1.0,999.0,0.0010243356227874756
6936.0,1.5708,10.0,0.01,0.0,560.0,0.0009490847587585449
6936.0,1.5708,1.0,0.1,0.01,940.0,0.0008521676063537598
6936.0,0.785398,0.0,1.0,10.0,999.0,0.001802980899810791
6936.0,1.5708,0.0,1.0,1.0,730.0,0.0009965300559997559
6936.0,1.5708,0.1,0.01,0.1,160.0,0.0009836554527282715
6936.0,1.5708,10.0,0.1,0.0,350.0,0.0009413361549377441
6936.0,0.785398,10.0,0.01,1.0,830.0,0.0009216368198394775
6936.0,1.5708,1.0,10.0,0.01,540.0,0.0009663105010986328
6936.0,1.5708,0.01,0.1,1.0,250.0,0.0009251534938812256
6936.0,1.5708,10.0,0.0,0.01,320.0,0.0009326040744781494
6936.0,1.5708,0.01,1.0,1.0,850.0,0.0009745657444000244
6936.0,1.5708,10.0,10.0,0.0,250.0,0.0007949769496917725
6936.0,1.5708,0.1,10.0,0.1,520.0,0.0009500682353973389
6936.0,1.5708,0.1,0.01,1.0,330.0,0.000993102788925171
6936.0,1.5708,1.0,0.01,0.1,470.0,0.000933915376663208
6936.0,1.5708,1.0,1.0,0.1,440.0,0.0009181499481201172
6936.0,0.785398,10.0,1.0,10.0,520.0,0.0008852481842041016
6936.0,1.5708,0.1,1.0,1.0,999.0,0.0010261237621307373
6936.0,1.5708,0.1,0.0,10.0,200.0,0.0009447634220123291
6936.0,1.5708,10.0,0.1,0.01,999.0,0.9470799565315247
6936.0,0.785398,1.0,0.0,10.0,460.0,0.0009793341159820557
6936.0,1.5708,10.0,0.01,0.01,999.0,0.9461833834648132
6936.0,1.5708,0.01,0.1,10.0,550.0,0.0009200572967529297
6936.0,1.5708,10.0,1.0,0.01,999.0,0.023429185152053833
6936.0,1.5708,10.0,0.0,0.1,770.0,0.0009707808494567871
6936.0,1.5708,10.0,10.0,0.01,380.0,0.0009991824626922607
6936.0,1.5708,1.0,0.0,0.1,390.0,0.0009744167327880859
6936.0,3.14159,0.0,0.1,0.0,999.0,0.4280790090560913
6936.0,3.14159,0.0,0.01,0.01,999.0,0.001494675874710083
6936.0,1.5708,0.0,1.0,10.0,999.0,0.002176225185394287
6936.0,1.5708,1.0,10.0,0.1,710.0,0.0009729564189910889
6936.0,1.5708,0.1,0.1,10.0,530.0,0.0009910166263580322
6936.0,0.785398,10.0,0.1,10.0,999.0,0.0021521449089050293
6936.0,1.5708,0.01,10.0,1.0,760.0,0.0009928643703460693
6936.0,1.5708,1.0,0.1,0.1,999.0,0.002795994281768799
6936.0,0.785398,10.0,10.0,1.0,999.0,0.002014249563217163
6936.0,0.785398,10.0,0.01,10.0,999.0,0.0011471211910247803
6936.0,1.5708,1.0,0.01,1.0,999.0,0.0014781951904296875
6936.0,3.14159,0.0,10.0,0.0,999.0,0.008780628442764282
6936.0,1.5708,0.1,0.01,10.0,270.0,0.0009979009628295898
6936.0,3.14159,0.01,0.0,0.0,999.0,0.9999993443489075
6936.0,1.5708,0.01,1.0,10.0,999.0,0.0014515817165374756
6936.0,1.5708,1.0,0.0,1.0,999.0,0.06476858258247375
6936.0,3.14159,0.01,0.01,0.01,999.0,0.3895851969718933
6936.0,1.5708,10.0,0.0,1.0,900.0,0.0009735822677612305
6936.0,3.14159,0.01,0.1,0.0,999.0,0.3896622061729431
6936.0,3.14159,0.01,1.0,0.0,999.0,0.0020615756511688232
6936.0,1.5708,10.0,1.0,0.1,660.0,0.0009949207305908203
6936.0,1.5708,1.0,1.0,10.0,990.0,0.0009567141532897949
6936.0,1.5708,1.0,10.0,1.0,999.0,0.001178741455078125
6936.0,1.5708,10.0,0.1,0.1,999.0,0.9482383728027344
6936.0,3.14159,0.0,1.0,0.1,520.0,0.0009017288684844971
6936.0,1.5708,10.0,0.01,0.1,999.0,0.9272899031639099
6936.0,3.14159,0.1,0.0,0.0,999.0,0.4251737594604492
6936.0,3.14159,0.1,0.01,0.0,999.0,0.9235541820526123
6936.0,3.14159,0.1,0.1,0.0,830.0,0.0009892284870147705
6936.0,3.14159,0.0,0.01,0.1,999.0,0.37656980752944946
6936.0,1.5708,1.0,0.1,1.0,390.0,0.0009902119636535645
6936.0,3.14159,0.1,1.0,0.0,999.0,0.014839857816696167
6936.0,3.14159,0.1,10.0,0.0,280.0,0.0008838772773742676
6936.0,0.785398,10.0,10.0,10.0,999.0,0.001391679048538208
6936.0,1.5708,1.0,0.01,10.0,710.0,0.0008722841739654541
6936.0,3.14159,1.0,0.0,0.0,999.0,0.38945144414901733
6936.0,3.14159,0.01,10.0,0.01,960.0,0.000977933406829834
6936.0,3.14159,0.0,10.0,0.01,560.0,0.0008983016014099121
6936.0,1.5708,10.0,1.0,1.0,850.0,0.0009887218475341797
6936.0,1.5708,10.0,0.0,10.0,980.0,0.0009533464908599854
6936.0,3.14159,0.0,1.0,1.0,999.0,0.0028076767921447754
6936.0,3.14159,0.01,0.0,0.01,999.0,0.37821483612060547
6936.0,1.5708,1.0,0.0,10.0,400.0,0.0009930133819580078
6936.0,3.14159,0.01,0.01,0.1,999.0,0.37423795461654663
6936.0,3.14159,0.0,0.1,0.01,999.0,0.9235541224479675
6936.0,3.14159,0.1,10.0,0.01,390.0,0.0008933544158935547
6936.0,3.14159,0.01,0.1,0.01,999.0,0.3960422873497009
6936.0,3.14159,1.0,0.01,0.0,999.0,0.3900185823440552
6936.0,3.14159,1.0,0.1,0.0,999.0,0.3788556456565857
6936.0,3.14159,1.0,1.0,0.0,999.0,0.01448965072631836
6936.0,1.5708,1.0,10.0,10.0,999.0,0.023189514875411987
6936.0,3.14159,10.0,0.0,0.0,570.0,0.0008772015571594238
6936.0,1.5708,10.0,0.1,1.0,999.0,0.00174790620803833
6936.0,1.5708,10.0,0.01,1.0,999.0,0.9386537075042725
6936.0,3.14159,10.0,0.01,0.0,610.0,0.0008568763732910156
6936.0,3.14159,0.1,0.01,0.01,999.0,0.2157561182975769
6936.0,1.5708,10.0,1.0,10.0,999.0,0.0010481476783752441
6936.0,3.14159,0.0,0.01,1.0,999.0,0.9367217421531677
6936.0,3.14159,1.0,0.0,0.01,999.0,0.0009118914604187012
6936.0,3.14159,10.0,1.0,0.0,999.0,0.001224219799041748
6936.0,3.14159,0.01,1.0,0.01,210.0,0.0008799433708190918
6936.0,3.14159,0.1,1.0,0.1,410.0,0.0009422004222869873
6936.0,3.14159,0.1,0.1,0.1,540.0,0.0008654892444610596
6936.0,3.14159,0.1,0.0,0.1,999.0,0.3727843165397644
6936.0,3.14159,1.0,10.0,0.01,999.0,0.002567797899246216
6936.0,3.14159,0.0,1.0,10.0,999.0,0.0012393295764923096
6936.0,3.14159,0.01,0.0,0.1,999.0,0.46836090087890625
6936.0,3.14159,10.0,0.1,0.01,610.0,0.0009437799453735352
5081.0,0.0,0.0,0.1,0.01,320.0,0.0006591677665710449
6936.0,3.14159,0.01,1.0,0.1,210.0,0.0009238719940185547
6936.0,3.14159,0.01,0.01,1.0,999.0,0.3805393576622009
6936.0,3.14159,0.0,10.0,1.0,650.0,0.000964730978012085
6936.0,3.14159,0.1,1.0,1.0,999.0,0.0030190646648406982
6936.0,3.14159,1.0,0.01,0.01,999.0,0.0036163926124572754
6936.0,3.14159,0.1,0.1,1.0,999.0,0.43973296880722046
6936.0,3.14159,0.01,0.1,0.1,999.0,0.3800298571586609
6936.0,3.14159,10.0,0.0,0.1,450.0,0.0009908974170684814
6936.0,3.14159,1.0,0.1,0.01,999.0,0.3906896114349365
6936.0,3.14159,0.01,1.0,1.0,999.0,0.0041852593421936035
5081.0,0.0,0.0,0.1,0.1,999.0,0.0038702785968780518
6936.0,3.14159,1.0,1.0,0.01,210.0,0.0008612275123596191
6936.0,1.5708,10.0,0.01,10.0,999.0,0.9248383045196533
6936.0,3.14159,1.0,0.0,0.1,999.0,0.0022673606872558594
6936.0,3.14159,1.0,1.0,0.1,210.0,0.000898897647857666
6936.0,3.14159,0.1,0.01,0.1,999.0,0.38213658332824707
6936.0,3.14159,10.0,0.01,0.1,170.0,0.0009585022926330566
5081.0,0.0,0.0,1.0,0.1,200.0,0.0009462237358093262
6936.0,3.14159,0.0,0.01,10.0,999.0,0.9266153573989868
6936.0,3.14159,0.0,0.1,0.1,999.0,0.9235541224479675
6936.0,3.14159,0.1,0.0,1.0,999.0,0.39092087745666504
6936.0,3.14159,10.0,0.0,1.0,999.0,0.0019479990005493164
6936.0,3.14159,10.0,10.0,0.1,490.0,0.0009832382202148438
6936.0,3.14159,0.0,10.0,10.0,999.0,0.001957327127456665
5081.0,0.0,0.01,0.0,0.0,999.0,0.41666603088378906
5081.0,0.0,0.0,10.0,0.1,460.0,0.0009047985076904297
6936.0,3.14159,1.0,0.01,0.1,999.0,0.390497088432312
6936.0,3.14159,0.1,1.0,10.0,999.0,0.010050922632217407
6936.0,3.14159,0.01,0.0,1.0,999.0,0.9390150904655457
6936.0,3.14159,0.01,0.01,10.0,930.0,0.0008904337882995605
6936.0,3.14159,0.1,0.1,10.0,999.0,0.44356441497802734
6936.0,3.14159,10.0,0.01,10.0,620.0,0.000991910696029663
6936.0,3.14159,0.01,0.1,1.0,999.0,0.4155609607696533
6936.0,3.14159,0.01,10.0,1.0,999.0,0.0015774667263031006
6936.0,3.14159,1.0,0.1,0.1,999.0,0.36170321702957153
5081.0,0.0,0.01,0.01,0.0,270.0,0.0009462237358093262
5081.0,0.0,0.0,10.0,1.0,999.0,0.001092284917831421
5081.0,0.0,0.0,0.1,1.0,999.0,0.0016588568687438965
6936.0,3.14159,1.0,10.0,1.0,999.0,0.0011529028415679932
5081.0,0.0,0.0,1.0,10.0,999.0,0.0013761818408966064
6936.0,3.14159,0.1,10.0,1.0,999.0,0.0015319287776947021
5081.0,0.0,0.01,0.1,0.0,999.0,0.021170735359191895
5081.0,0.0,0.0,0.01,1.0,999.0,0.061561793088912964
6936.0,3.14159,0.1,0.0,10.0,999.0,0.9504268169403076
6936.0,3.14159,0.1,0.01,1.0,999.0,0.38034844398498535
5081.0,0.0,0.01,0.01,0.01,999.0,0.08094826340675354
6936.0,3.14159,0.01,1.0,10.0,999.0,0.0036523938179016113
5081.0,0.0,0.01,10.0,0.0,400.0,0.0008400082588195801
5081.0,0.0,0.1,0.0,0.0,550.0,0.0009076595306396484
6936.0,3.14159,1.0,0.01,1.0,999.0,0.0020302534103393555
5081.0,0.0,0.01,1.0,0.01,390.0,0.0009662806987762451
5081.0,0.0,0.1,0.01,0.0,460.0,0.0008209943771362305
6936.0,3.14159,10.0,10.0,10.0,999.0,0.0012916326522827148
5081.0,0.0,0.1,0.1,0.0,999.0,0.0026855170726776123
5081.0,0.0,0.01,0.0,0.01,290.0,0.0009242892265319824
5081.0,0.0,0.1,1.0,0.0,400.0,0.0008897185325622559
6936.0,3.14159,10.0,1.0,1.0,770.0,0.0009882450103759766
6936.0,3.14159,0.01,0.0,10.0,999.0,0.9239822626113892
5081.0,0.0,0.1,10.0,0.0,999.0,0.0011247694492340088
5081.0,0.0,1.0,0.0,0.0,999.0,0.002890855073928833
5081.0,0.0,0.01,10.0,0.01,600.0,0.0009082257747650146
6936.0,3.14159,0.0,0.1,1.0,999.0,0.36702972650527954
5081.0,0.0,0.0,10.0,10.0,999.0,0.0025891363620758057
5081.0,0.0,0.01,0.0,0.1,540.0,0.0008943378925323486
6936.0,3.14159,0.01,0.1,10.0,999.0,0.4239655137062073
5081.0,0.0,0.01,1.0,0.1,680.0,0.0009558498859405518
5081.0,0.0,0.1,0.01,0.01,230.0,0.0009610354900360107
6936.0,3.14159,1.0,0.1,1.0,999.0,0.3907471299171448
