Wall time,Step,Value
1590658633.1942506,0,0.675000011920929
1590658865.4861014,10,0.5450000166893005
1590659131.2282422,20,0.5149999856948853
1590659392.7857969,30,0.41999998688697815
1590659625.749634,40,0.5199999809265137
1590659857.175179,50,0.5099999904632568
1590660089.5613441,60,0.5199999809265137
1590660321.3540711,70,0.41999998688697815
1590660553.6664762,80,0.4650000035762787
1590660785.1855602,90,0.4950000047683716
1590661017.13149,100,0.49000000953674316
1590661249.1730628,110,0.47999998927116394
1590661480.8191116,120,0.46000000834465027
1590661712.7444804,130,0.38999998569488525
1590661944.2798338,140,0.48500001430511475
1590662175.6239297,150,0.4749999940395355
1590662407.3606136,160,0.5550000071525574
1590662639.6429796,170,0.5299999713897705
1590662871.615901,180,0.47999998927116394
1590663103.8972347,190,0.4050000011920929
1590663334.9098177,200,0.4749999940395355
1590663567.1349378,210,0.4950000047683716
1590663799.2127926,220,0.4399999976158142
1590664032.3334477,230,0.41999998688697815
1590664270.8327858,240,0.3149999976158142
1590664513.3661976,250,0.29499998688697815
1590664767.573407,260,0.32499998807907104
1590665028.2103548,270,0.2849999964237213
1590665275.3884063,280,0.30000001192092896
1590665512.2861803,290,0.27000001072883606
1590665745.8677688,300,0.1899999976158142
1590665980.4329665,310,0.28999999165534973
1590666213.1744242,320,0.2199999988079071
1590666472.7899888,330,0.20000000298023224
1590666745.7435827,340,0.20499999821186066
1590667007.0941358,350,0.23999999463558197
1590667250.7845414,360,0.2199999988079071
1590667485.3032253,370,0.26499998569488525
1590667718.0625405,380,0.2800000011920929
1590667951.3458679,390,0.20499999821186066
1590668183.9235067,400,0.2150000035762787
1590668416.2870395,410,0.20000000298023224
1590668649.9969544,420,0.22499999403953552
1590668896.0803108,430,0.22499999403953552
1590669139.2629306,440,0.27000001072883606
1590669393.4949539,450,0.20000000298023224
1590669645.5151823,460,0.18000000715255737
1590669883.7490726,470,0.3499999940395355
1590670128.2293375,480,0.23999999463558197
1590670391.6050763,490,0.20499999821186066
1590670656.604882,500,0.2750000059604645
1590670927.4251711,510,0.20499999821186066
1590671199.618499,520,0.2199999988079071
1590671455.1994317,530,0.2750000059604645
1590671704.1284328,540,0.1899999976158142
1590671941.829289,550,0.1550000011920929
1590672182.335467,560,0.15000000596046448
1590672430.8459609,570,0.16500000655651093
1590672683.9266748,580,0.1550000011920929
1590672928.7089565,590,0.18000000715255737
1590673180.7323203,600,0.15000000596046448
1590673426.3238351,610,0.13500000536441803
1590673660.1312659,620,0.1850000023841858
1590673906.689385,630,0.14000000059604645
1590674153.5034533,640,0.11999999731779099
1590674410.3512573,650,0.0949999988079071
1590674666.6612763,660,0.12999999523162842
1590674905.514202,670,0.11500000208616257
1590675149.2079794,680,0.23999999463558197
1590675393.2947025,690,0.125
1590675630.4677322,700,0.10499999672174454
1590675866.344974,710,0.10000000149011612
1590676116.2880597,720,0.14000000059604645
1590676363.9355452,730,0.15000000596046448
1590676605.3343997,740,0.08500000089406967
1590676844.9402487,750,0.2549999952316284
1590677081.6555207,760,0.0949999988079071
1590677320.2567136,770,0.05000000074505806
1590677560.8022335,780,0.12999999523162842
1590677798.6551003,790,0.14000000059604645
1590678032.8019016,800,0.14499999582767487
1590678266.072411,810,0.19499999284744263
1590678516.2969968,820,0.375
1590678759.8756022,830,0.125
1590679002.9399633,840,0.17000000178813934
1590679247.3940794,850,0.125
1590679511.6218035,860,0.1550000011920929
1590679778.2796729,870,0.10999999940395355
1590680037.013889,880,0.10999999940395355
1590680295.7270403,890,0.08500000089406967
1590680549.7066689,900,0.1550000011920929
1590680798.473032,910,0.12999999523162842
1590681065.1920788,920,0.12999999523162842
1590681305.057438,930,0.15000000596046448
1590681546.2584286,940,0.12999999523162842
1590681784.9430768,950,0.14000000059604645
1590682021.188138,960,0.16500000655651093
1590682265.9119275,970,0.10499999672174454
1590682525.4083946,980,0.07000000029802322
1590682777.1054893,990,0.10499999672174454
1590683019.1498373,1000,0.14000000059604645
1590683256.2559788,1010,0.13500000536441803
1590683495.347311,1020,0.1599999964237213
1590683730.6466231,1030,0.16500000655651093
1590683969.615003,1040,0.11500000208616257
